ID,name,energy,protein,carbs,sugar,calcium,potassium,sodium,fa_sat,fa_mono,fa_poly,cholest
1211,"FAST FOODS,BRKFST BURRITO,W/ EGG,CHS,& SAUSAGE",277,11.1,22.97,2.57,132,150,744,6.404,5.073,3.366,137
1212,"FAST FOODS,BREADSTICK,SOFT,PREP W/ GARLIC & PARMESAN CHS",343,12.2,44.48,1.11,87,132,539,2.966,2.778,6.16,7
1213,"PIZZA HUT,BREADSTICK,PARMESAN GARLIC",343,12.2,44.48,1.11,87,132,539,2.966,2.778,6.16,7
1214,"CHICK-FIL-A,CHICK SNDWCH",249,16.28,20.89,3.64,58,245,753,2.123,4.481,3.177,35
1215,"ARBY'S,RST BF SNDWCH,CLASSIC",242,15.17,22.21,3.84,55,224,653,3.399,3.987,1.762,30
1216,"SCHOOL LUNCH,PIZZA,CHS TOPPING,THIN CRUST,WHL GRAIN,FRZ,CKD",247,12.72,31.31,7.12,218,348,421,4,1.837,0.745,12
1217,"SCHOOL LUNCH,PIZZA,CHS TOPPING,THICK CRUST,WHL GRAIN,FRZ,CKD",254,14.62,28.08,5.02,193,303,421,4.358,2.411,1.095,19
1218,"SCHOOL LUNCH,PIZZA,PEPPI TOPPING,THIN CRUST,WHL GRN,FRZ,CKD",254,12.78,31.24,7.62,202,382,495,2.81,2.12,2.23,24
1219,"SCHOOL LUNCH,PIZZA,PEPP TOPPING,THICK CRUST,WHL GRN,FRZ,CKD",259,14.35,28.3,4.03,155,308,474,4.219,2.89,1.21,24
1220,"SCHOOL LUNCH,PIZZA,SSAGE TOPPING,THIN CRST,WHL GRAIN,FRZ,CKD",250,12.63,32.24,7.53,238,385,457,3.488,2.244,0.986,25
1221,"SCHOOL LUNCH,PIZZA,SAUSAGE TOP,THICK CRUST,WHL GRN,FRZ,CKD",257,13.26,30.58,3.72,168,282,433,4.219,2.89,1.21,26
1222,"SCHOOL LUNCH,CHICK PATTY,WHL GRAIN BREADED",246,17.64,12.5,0.55,34,278,467,2.642,4.396,6.593,36
1223,"SCHOOL LUNCH,CHICK NUGGETS,WHL GRAIN BREADED",270,15.67,22.86,0.49,32,231,511,2.83,3.593,4.189,50
1224,"WORTHINGTON FOODS,MORNINGSTAR FARMS GARDEN VEGE PATTIES,FRZ",176,17.8,13.7,1.8,59,210,525,0.8,1.5,3.2,2
1225,"MORNINGSTAR FARMS BRKFST SAUSAGE PATTIES,FRZ,UNPREP",210,25.8,8.8,1.7,44,328,671,1.1,1.9,4.9,2
1226,"WORTHINGTON FOODS,MORNINGSTAR FARMS,SPICY BLACK BEAN BURGER",168,14.6,19.1,1.8,91,385,489,0.9,1.7,3.1,2
1227,"MACARONI & CHS,CND ENTREE",82,3.38,11.52,0.5,35,84,302,0.881,0.6,0.303,6
1228,"SPAGHETTI W/ MEAT SAU,FRZ ENTREE",90,5.05,15.24,2.6,18,144,238,0.35,0.33,0.32,6
1229,"BEEF MACARONI W/ TOMATO SAU,FRZ ENTREE,RED FAT",113,5.89,17.99,3.8,12,202,178,0.443,0.816,0.228,10
1230,"PASTA W/SLICED FRANKS IN TOMATO SAU,CND ENTREE",90,4.37,12.7,3.17,60,191,287,0.791,1.024,0.328,9
1231,"HOT POCKETS,CROISSANT POCKTS CHIK,BROC&CHDR STUFD SNDWCH,FRZ",235,8.9,30.4,7.6,152,188,346,2.62,3.42,1.3,29
1232,"HOT POCKETS HAM 'N CHS STUFFED SNDWCH,FRZ",241,9.16,30.55,7.6,152,188,504,3.545,2.547,1.936,23
1233,"RAVIOLI,CHEESE-FILLED,CND",77,2.48,13.64,3.72,33,232,306,0.723,0.418,0.182,3
1234,"RAVIOLI,MEAT-FILLED,W/ TOMATO SAU OR MEAT SAU,CND",97,3.24,13.26,1.97,12,178,283,1.46,1.617,0.237,5
1235,"TORTELLINI,PASTA W/ CHS FILLING,FRESH-REFRIGERATED",307,13.5,47,0.95,152,89,406,3.6,2.066,0.461,42
1236,"PIZZA,MEAT TOPPING,THICK CRUST,FRZ,CKD",274,11.76,30.76,3.88,150,201,690,4.283,3.355,2.496,21
1237,"PIZZA,PEPPERONI TOPPING,REG CRUST,FRZ,CKD",274,14.38,24.69,3.39,168,239,590,4.827,4.1,2.7,27
1238,"CHILI CON CARNE W/BNS,CND ENTREE",107,5.8,13.1,1.87,33,264,449,1.253,1.412,0.4,9
1239,"BEEF STEW,CANNED ENTREE",99,4.41,7.85,1.76,12,163,388,2.185,2.543,0.251,13
1240,"CHICKEN POT PIE,FRZ ENTREE,PREP",204,5.11,19.21,2.26,20,110,393,4.365,3.613,3.302,15
1241,"BEEF,CORNED BF HASH,W/ POTATO,CND",164,8.73,9.27,0.34,19,172,412,4.32,5.26,0.3,32
1242,"LASAGNA,CHS,FRZ,PREP",130,6.54,13.84,4.23,111,182,284,2.11,1.573,1.022,13
1243,"CHILI,NO BNS,CND ENTREE",118,7.53,6.1,1.1,30,185,411,2.255,2.469,0.501,21
1244,"SPAGHETTI,W/ MEATBALLS IN TOMATO SAU,CND",100,4.37,11.45,2.91,29,217,280,1.459,1.633,0.563,7
1245,"PASTA W/ TOMATO SAU,NO MEAT,CND",70,2.22,14.22,4,13,192,272,0.136,0.088,0.171,1
1246,"LASAGNA W/ MEAT & SAU,FRZ ENTREE",124,6.63,14.39,2.96,73,184,347,2.067,1.6,0.358,14
1247,"BURRITO,BF & BEAN,FRZ",239,7.26,30.84,0.7,34,221,587,2.949,3.789,1.358,8
1248,"BURRITO, BEAN AND CHEESE, FROZEN",221,7.07,34.01,3.21,52,210,351,1.343,1.298,3.104,2
1249,"MACARONI & CHS,CND,MICROWAVABLE",134,5.98,13.96,1.41,57,72,335,3.665,1.773,0.431,20
1250,"BURRITO,BF & BEAN,MICROWAVED",298,8.73,38.95,1.36,39,271,659,4.072,5.035,1.763,9
1251,"SPAGHETTIOS,SPAGHETTIOS W/ MEATBALLS",95,4.37,12.7,3.17,60,282,238,0.992,1.19,0.397,8
1252,"SPAGHETTIOS,SPAGHETTIOS W/ SLICED FRANKS",87,3.57,12.7,3.57,60,333,238,0.992,0.992,0.397,8
1253,"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS A TO Z'S W/ MEATBALLS",95,4.37,12.7,3.17,60,282,238,0.992,1.19,0.397,8
1254,"EGG ROLLS,PORK,REFR,HTD",222,9.94,29.5,5.32,34,212,407,1.588,2.35,2.464,14
1255,"EGG ROLLS,CHICK,REFR,HTD",197,10.44,28.54,5.57,47,281,478,0.964,1.329,1.813,14
1256,"LASAGNA,VEG,FRZ,BKD",139,6.87,14.18,2.54,150,170,445,2.866,1.721,1.337,14
1257,"TKY,STUFFING,MSHD POTATO W/GRAVY,ASSORTED VEG,FRZ,MICROWAVE",128,6.97,16.32,4.82,27,230,326,0.877,1.235,1.087,14
1258,"RICE BOWL W/ CHICK,FRZ ENTREE,PREP",126,5.65,22.46,4.07,13,123,333,0.327,0.503,0.415,16
1259,"MACARONI & CHS DINNER W/ DRY SAU MIX,BOXED,UNCKD",379,13.86,70.12,9.61,146,347,680,1.151,0.665,0.813,7
1260,"MAC & CHS,DRY MIX,PREP W/ 2% MILK & 80% STK MARGARINE DRY MX",190,4.89,23.93,4.27,63,129,338,1.816,3.687,1.88,3
1261,"HOT POCKETS,MEATBALLS & MOZZARELLA STUFFED SNDWCH,FRZ",253,9.32,30.45,7.73,181,204,439,4.007,2.787,2.611,20
1262,"LEAN POCKETS,HAM N CHEDDAR",230,10.28,32.52,7.6,196,203,423,2.389,1.551,1.403,20
1263,"LEAN POCKETS,MEATBALLS & MOZZARELLA",240,10.49,32.28,8.81,196,221,557,3.087,1.971,1.479,20
1264,"CAMPBELL'S,SPAGHETTIOS,W/ MEATBALLS -",87,4.37,11.65,3.4,49,248,238,0.971,1.214,0.243,10
1265,"CHILI W/ BNS,MICROWAVABLE BOWLS",100,5.85,10.88,1.84,34,245,385,1.372,1.595,0.401,10
1266,"MACARONI & CHS,FRZ ENTREE",149,5.6,17.28,1.53,114,95,290,2.608,1.433,1.363,10
1267,POTATO SALAD W/ EGG,157,1.96,16.18,4.95,15,242,329,1.437,2,4.983,17
1268,PULLED PORK IN BARBECUE SAU,168,13.19,18.74,15.2,44,305,666,1.416,1.813,0.757,35
1269,"CORN DOGS,FRZ,PREP",250,8.57,26.96,7.54,72,125,668,3.466,4.732,3.354,44
1270,"CHICKEN,NUGGETS,DK & WHITE MEAT,PRECKD,FRZ,NOT REHTD",268,12.02,16.09,0.72,47,206,540,3.598,5.524,6.81,32
1271,"CHICKEN,NUGGETS,WHITE MEAT,PRECKD,FRZ,NOT REHTD",261,14.36,16.24,1.27,38,281,538,3.366,4.667,6.168,34
1272,"RAVIOLI,CHS W/ TOMATO SAU,FRZ,NOT PREP,INCL REG & LT ENTREES",111,4.52,17.31,4.09,79,233,280,1.191,0.689,0.42,11
1273,"LASAGNA W/ MEAT SAU,FRZ,PREP",135,7.28,15.36,3.11,88,196,373,2.348,1.758,0.433,17
1274,"CHICKEN TENDERS,BREADED,FRZ,PREP",240,14.62,14.86,0.57,39,281,527,2.437,4.081,6.235,36
1275,"KASHI,CHICK & CHIPOTLE BBQ SAU W/ MANGO,FRZ ENTREE",108,5.3,17.6,4.7,23,186,219,0.3,0.6,0.5,11
1276,"KASHI,CHICK ENCHILADA W/ ANCHO SAU,FRZ ENTREE",111,4.9,14.9,2,49,114,243,1,1,0.9,9
1277,"KASHI,STEAM MEAL,CHICK FETTUCCINE,FRZ ENTREE",99,6.2,14,1.3,28,168,166,0.9,0.9,0.4,14
1278,"KASHI PESTO PASTA PRIMAVERA,FRZ,UNPREP",101,3.8,13,1.4,65,143,265,0.7,1.9,1.2,2
1279,"KASHI,RED CURRY CHICK,FRZ ENTREE",110,5.9,15.6,3.3,23,179,154,1.2,0.9,0.6,8
1280,"KASHI,STEAM MEAL,RSTD GARLIC CHICK FARFALLE,FRZ ENTREE",103,5.5,14.6,1.4,29,182,213,0.6,1.6,0.7,11
1281,"KASHI,STEAM MEAL,SESAME CHICK,FRZ ENTREE",110,6.1,15.7,3,26,204,233,0.8,0.9,0.9,11
1282,"KASHI SPICY BLACK BEAN ENCHILADA,FRZ,UNPREP",103,3,17.7,1,51,175,237,0.4,1.4,0.8,1
1283,"KASHI SPINACH ARTICHOKE PASTA,FRZ,UNPREP",103,5,15.1,0.1,66,130,229,1.6,1.1,0.5,7
1284,"KASHI THREE CHS PENNE,FRZ,UNPREP",126,5.7,16.8,1.9,89,122,248,2.3,1,0.4,12
1285,"FORMBAR,MARSSNACK,SNICKERS MARATHONPROTPERFBAR,CARMELNUTRUSH",415,25,50.5,28.75,625,188,238,6.25,2.645,2.892,6
1286,"FORMUL BAR,MA SNACKFO US,SNICKE MARATH ENER BAR,ALL FLAVO",386,21.91,50.3,28.71,754,351,383,4.753,3.92,1.917,4
1287,"FORMULATED BAR,SLIM-FAST OPTIMA MEAL BAR,MILK CHOC PNUT",386,16.19,60.21,25,668,289,253,5.36,2.428,1.132,7
1288,"FORM BAR,ZONE PERFECT CLASSIC CRUNCH BAR,MXD FLAVORS",422,30,45,27,200,250,520,4.499,3.828,4.804,8
1289,"SNACKS,GRANOLA BAR,KASHI GOLEAN,CHEWY,MXD FLAVORS",390,16.67,63.42,42.31,103,429,321,3.227,2.558,1.228,6
1290,"SNACKS,GRANOLA BARS,QUAKER OATMEAL TO GO,ALL FLAVORS",389,6.67,75.47,31.54,333,238,367,1.299,1.531,2.559,36
1291,"FORMULATED BAR,SOUTH BEACH PROT BAR",412,30.34,38.4,15.17,322,793,436,3.384,4.29,5.326,3
1292,"SNACK,BALANCE,ORIGINAL BAR",415,28,48.73,34.89,543,678,253,1.149,8.115,1.969,1
1293,"SNACKS,SHRIMP CRACKER",426,7.14,59.09,21.43,20,193,571,5.357,7.997,3.971,2
1294,"SOUP,EGG DROP,CHINESE RESTAURANT",27,1.16,4.29,0.09,7,22,370,0.166,0.191,0.129,23
1295,"SOUP,HOT & SOUR,CHINESE RESTAURANT",39,2.58,4.35,0.42,19,55,376,0.229,0.288,0.311,21
1296,"SOUP,WONTON,CHINESE RESTAURANT",32,2.08,5.25,0.34,5,32,406,0.062,0.077,0.071,4
1297,"CAMPBELL'S CHNKY,HEALTHY REQUST MICROWAVBL ,CHICK NODLE SOUP",49,2.86,6.94,0.41,8,286,167,0.408,0.408,0.204,6
1298,"HLTHY RQST MCRWVBL BWL,GRLL CHICK SSAGE GMB",53,2.86,7.35,1.63,16,249,167,0.408,0.612,0.204,4
1299,"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUES",53,2.04,8.16,0.82,41,408,167,0.408,0.408,0.408,4
1300,"CAMPBELL'S RED & WHITE,PHINEAS & FERB SOUP,COND",56,2.38,8.73,0.79,16,40,627,0.397,0.794,0.397,4
1301,CAMPBELL'S HOMESTYLE HR CHICK W/ WHL GRAIN PASTA SOUP,40,3.8,4.28,0.32,11,265,167,0.204,0.408,0.204,4
1302,"SOUP,CHICK NOODLE,RED NA,CND,RTS",41,3.29,3.84,0.34,11,285,186,0.394,0.594,0.325,4
1303,"SAUCE,TARTAR,RTS",211,1,13.3,4.25,26,68,667,3.333,3.605,9.044,7
1304,"DIP,SALSA CON QUESO,CHS & SALSA- MED",143,3.14,11.14,1.95,98,105,796,2.491,2.762,3.643,9
1305,"DIP,OLD EL PASO,CHS 'N SALSA,MED",129,2.7,10.65,1.3,81,83,690,2.313,2.181,3.709,5
1306,"DIP,TOSTITOS,SALSA CON QUESO,MED",133,2.92,11.72,1.4,90,88,773,2.442,2.213,3.139,9
1307,"SOUP,CHUNKY VEG,RED NA,CND,RTS",50,1.16,10.28,2.78,25,349,138,0.217,0.111,0.097,1
1308,"SOUP,BF BARLEY,READY TO SERVE",52,2.81,7.94,1.22,11,121,297,0.329,0.349,0.232,4
1309,"SAUCE,HORSERADISH",503,1.09,10.05,8.98,12,44,730,8.233,13.087,29.169,50
1310,"KELLOGG'S,EGGO,MINI MUFFIN TOPS,CHOC CHIP",300,5.2,45,18.5,217,84,582,3.5,2.9,4,28
1311,"KELLOGG'S,EGGO,NUTRI-GRAIN FRZ FRUIT PIZZA,MXD BERRY GRANOLA",259,6.4,41.4,11.5,47,72,262,3.8,1.6,1.9,8
1312,"KELLOGG'S,EGGO,NUTRI-GRAIN FRZ FRUIT PIZZA,STRAWBERRY GRANOL",266,6.5,43.7,11.9,46,65,263,3.7,1.6,1.9,7
1313,"KELLOGG'S,EGGO,PANCAKES,BLUEBERRY",245,5.3,39.9,10.1,76,50,480,1.2,1.6,3.8,15
1314,"KELLOGG'S,EGGO,PANCAKES,CHOC CHIP",253,5.5,39.9,11.2,76,66,471,1.8,2,3.8,14
1315,"KELLOGG'S,CINNABON,PANCAKES,CARAMEL",255,5,43.4,15.6,57,48,456,1.2,1.6,3.6,14
1316,"KELLOGG'S,CINNABON,PANCAKES,ORIGINAL",258,5,43.1,14.9,76,50,456,1.6,1.7,3.6,14
1317,"KELLOGG'S,EGGO,WAFFLERS,BROWN SUGAR CINN ROLL",331,4.8,52.2,21,293,71,672,3.4,2.9,4.6,12
1318,"KELLOGG'S,EGGO,WAFFLERS,STRAWBERRY STRUDEL",318,5,50,16.8,293,71,691,2.7,2.8,4.6,12
1319,"KELLOGG'S,EGGO,WAFFLES,BLUEBERRY",265,5.5,41.7,9.1,357,71,520,2.1,2.1,3.5,21
1320,"KELLOGG'S,EGGO,WAFFLES,BTTRMLK",278,6.6,39,2.9,357,90,526,2.7,2.8,4.6,25
1321,"KELLOGG'S,EGGO,WAFFLES,CINN TOAST",325,5.5,49.5,18.2,272,76,524,3.4,3.1,4.6,22
1322,"KELLOGG'S,EGGO,FIBERPLUS WAFFLES,BTTRMLK",227,4.7,41.8,4.7,500,66,559,2.1,2,3.2,20
1323,"KELLOGG'S,EGGO,FIBERPLUS WAFFLES,CHOC CHIP",259,4.3,44.4,10.9,357,76,503,3.3,2.8,3.7,20
1324,"KELLOGG'S,EGGO,WAFFLES,FRENCH TOAST",305,5.8,43.4,11.5,222,76,537,4,2.9,4.6,26
1325,"KELLOGG'S,EGGO,WAFFLES,HOMESTYLE",278,6.6,39.8,2.7,232,86,586,2.6,2.75,4.45,26
1326,"KELLOGG'S,EGGO PROT,WAFFLES,HOMESTYLE",281,10.8,37,2.7,357,113,562,2.5,2.6,4.2,29
1327,"KELLOGG'S,EGGO SEASONS,WAFFLES,PUMPKIN SPICE",296,5.5,41.4,9.2,143,86,540,3.1,3.1,5.2,16
1328,"KELLOGG'S,EGGO,WAFFLES,STRAWBERRY",265,5.5,41.6,9.3,143,71,525,2.1,2.2,3.5,21
1329,"KEEBLER,CHS & CHEDDAR SNDWCH CRACKERS",502,8.1,59.5,13.4,159,274,760,6.4,5.5,12.2,4
1330,"KEEBLER,CLUB & CHEDDAR SNDWCH CRACKERS",494,8.4,61.3,14.1,155,293,756,6.1,5,11.1,4
1331,"KEEBLER,CHS ON WHEAT SNDWCH CRACKERS",499,8.4,59.8,14.2,151,301,790,6.3,5.3,11.9,4
1332,"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,FUDGE COVERED PRETZ",455,7.5,71.3,32.9,106,250,595,15.2,0.8,0.2,1
1333,"KEEBLER,100 CAL RIGHT BITES,WHITE FUDGE DIPPED PRETZELS",483,7,68.8,31.7,112,168,632,16.7,0.6,0.2,2
1334,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD HOT FUDGE SUNDAE TO",391,4.4,69.8,24.7,200,125,399,3.9,2.2,3.6,2
1335,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD ICE CREME SNDWCH TO",390,4.6,69.4,23.5,208,104,374,3.8,2.2,3.7,2
1336,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD RAINBOW CHIP TOASTE",400,4,70.8,30.3,200,65,391,4,2.3,3.8,3
1337,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD STRAWBERRY MILKSHAK",397,4,70,23.9,208,48,390,3.9,2.4,4,2
1338,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD VANILLA MILKSHAKE T",398,4,70.1,23.9,208,49,391,4,2.4,4,2
1339,"KELLOGG'S,SPL K,CRACKER CHIPS,CHEDDAR",382,6.4,73.7,4.3,81,569,750,2.4,1.8,4.1,3
1340,"KELLOGG'S,SPL K,CRACKER CHIPS,SOUR CRM & ONION",365,7.1,74.3,3.5,69,783,764,2.2,2,3.7,2
1341,"KELLOGG'S,SPL K,CRACKER CHIPS,SOUTHWEST RANCH",380,6.2,74.8,4.3,74,566,750,1.8,1.9,4.3,2
1342,"KELLOGG'S,POP-TARTS,YUM-AZING VANILLA MILKSHAKE TOASTER PAST",398,4.1,70.2,23.4,200,48,389,3.8,2.3,3.9,2
1343,"SUNSHINE,CHEEZ-IT,BIG CRACKERS",507,11.4,57.4,0.5,147,97,753,6.1,7.2,12.6,1
1344,"SUNSHINE,CHEEZ-IT,CHEDDAR JACK CRACKERS",460,9.5,57.6,1.2,103,112,813,5.5,6,9.9,2
1345,"SUNSHINE,CHEEZ-IT,COLBY CRACKERS",512,9.55,59.25,1.2,104,97,761,6.4,7.1,12.6,2
1346,"SUNSHINE,CHEEZ-IT,DUOZ SHARP CHEDDAR PARMESAN CRACKERS",500,9.7,60.5,1.5,89,109,866,5.8,6.2,11.9,4
1347,"SUNSHINE,CHEEZ-IT,DUOZ SMOKED CHEDDAR MONTEREY JACK CRACKERS",507,9,60.8,0.9,75,101,898,6.1,6.6,12.2,3
1348,"SUNSHINE,GRIPZ,CHEEZ-IT CRACKERS",491,11,61,0.5,113,129,809,6.4,6,9.8,5
1349,"SUNSHINE,CHEEZ-IT,CRACKERS (MADE W/ WHL GRAIN)",511,10.7,58.2,0.5,116,172,824,6.1,7.2,12.7,1
1350,"SUNSHINE,CHEEZ-IT,100 CAL RIGHT BITES,RED FAT",452,13.3,67,0.8,137,117,823,3.5,4,6.5,1
1351,"AUSTIN,CHEDDAR CHS ON WAFER CRACKERS,SANDWICH-TYPE",489,7.8,62.6,14.3,156,301,978,5.8,4.9,11,3
1352,"KELLOGG'S,EGGO MINIS,PANCAKES,BTTRMLK",251,5.5,39.6,10.3,36,58,521,1.3,1.9,4.4,11
1353,"KELLOGG'S,EGGO,WAFFLES,CHOC CHIP",291,5.8,44.8,13.1,357,74,529,3.8,2.1,3.4,21
1354,"SUNSHINE,CHEEZ-IT,ORIGINAL CRACKERS",507,11.4,57.4,0.5,147,97,753,6.1,7.2,12.6,1
1355,"SUNSHINE,CHEEZ-IT,RED FAT CRACKERS",449,13.3,67,0.8,137,117,823,3.5,4,6.5,1
1356,"BREAD,PARATHA,WHL WHEAT,COMMLY PREP,FRZ",326,6.36,45.35,4.15,25,139,452,5.826,3.837,2.484,1
1357,"BREAD,NAAN,WHL WHEAT,COMMLY PREP,REFR",286,10.2,46.21,3.4,59,185,467,2.907,1.946,1.258,1
1358,"BREAD,ROLL,MEXICAN,BOLLILO",318,10.65,55.77,3.55,41,131,506,1.401,2.658,1.022,1
1359,"COOKIE,VANILLA W/ CARAMEL,COCNT,& CHOC COATING",489,3.5,64.1,35.8,40,195,182,17.7,2.8,3.7,2
1360,"COOKIE,BUTTER OR SUGAR,W/ CHOC ICING OR FILLING",503,4.1,68.83,33.8,19,234,348,14.8,2.7,5.1,1
1361,"CAKE,SNK CAKES,CREME-FILLED,CHOC W/ FRSTNG,L-F,W/ ADD FIBER",409,3.71,69.37,33.42,149,193,483,5.57,3.517,3.034,93
1362,"CAKE,SNK CAKES,NOT CHOC,W/ ICING OR FILLING,L-F,W/ ADD FIBER",412,3.71,74.3,29.71,223,73,316,3.713,3.406,3.179,93
1363,"PANCAKES,GLUTEN-FREE,FRZ,RTH",215,3.31,40.32,4.06,39,127,331,0.48,2.376,1.241,12
1364,"ROLLS,DINNER,SWT",321,10.04,53.58,15.38,62,149,253,3.516,1.851,0.855,55
1365,"POTATOES,MSHD,RTE",106,1.97,13.29,1.76,34,274,298,2.632,1.236,0.684,13
1366,"RICE & VERMICELLI MIX,RICE PILAF FLAVOR,UNPREP",359,10.42,76.31,1.53,83,188,1303,0.307,0.373,0.377,1
1367,"MACARONI & CHS,BOX MIX W/ CHS SAU,UNPREP",334,12.73,46.66,6.43,145,197,766,1.184,6.07,2.962,3
1368,"MACARONI & CHS,BOX MIX W/ CHS SAU,PREP",164,6.68,23.1,1.57,85,80,460,1.636,2.216,1.044,8
1369,"TAQUITOS,FRZ,CHICK & CHS,OVEN-HEATED",284,9.21,33.63,1.3,104,155,453,2.31,4.835,4.235,13
1370,"TAQUITOS,FRZ,BF & CHS,OVEN-HEATED",287,9.4,33.46,1.66,97,174,456,2.621,5.127,4.187,11
1371,"PASTA MIX,CLASSIC CHEESEBURGER MACARONI,UNPREP",349,11.6,71.51,4.97,28,204,2152,0.368,0.292,0.497,1
1372,"PASTA MIX,ITALIAN LASAGNA,UNPREP",356,10.9,73.77,11.27,52,277,1850,0.443,0.423,0.415,1
1373,"PIZZA ROLLS,FRZ,UNPREP",328,8.73,50.72,3.74,125,301,599,2.494,3.849,2.853,6
1374,"POTSTICKER OR WONTON,PORK & VEG,FRZ,UNPREP",136,8.28,13.28,2.76,28,284,441,1.724,2.519,0.782,17
1375,"MACARONI OR NOODLES W/ CHS,MADE FROM RED FAT PACKAGED MIX,UN",297,13.1,52.06,5.04,202,203,867,0.409,2.291,1.119,15
1376,"TURNOVER,CHEESE-FILLED,TOMATO-BASED SAU,FRZ,UNPREP",235,10.24,27.29,7.87,276,179,598,4.724,3.014,1.14,20
1377,"MACARONI OR NOODLES W/ CHS,MICROWAVEABLE,UNPREP",388,11.48,70.75,8.2,328,348,902,2.814,1.625,1.987,8
1378,"PASTA MIX,ITALIAN FOUR CHS LASAGNA,UNPREP",355,12.53,70.26,6.7,55,271,2093,0.697,0.546,0.519,1
1379,"LASAGNA,CHS,FRZ,UNPREP",145,5.06,21.61,3.8,84,159,312,2.11,1.077,0.618,11
1380,"KASHI THREE CHS RAVIOLI W/ MEDITERRANEAN TOMATO SAU,FRZ,UNPR",131,5.5,19.7,3.6,81,149,269,1.8,1.5,0.6,16
1381,"KASHI MUSHROOM & ASPARAGUS RISOTTO,FRZ,UNPREP",116,4.3,17,1.3,67,116,206,1.9,0.7,0.4,9
1382,"RICE MIX,CHS FLAVOR,DRY MIX,UNPREP",362,8.77,73.88,5.26,140,351,1193,1.754,0.75,0.667,9
1383,"DUMPLING,POTATO- OR CHEESE-FILLED,FRZ",195,5.26,29.64,1.75,35,107,474,1.316,1.243,3.236,4
1384,"TURNOVER,CHICKEN- OR TURKEY-,& VEGETABLE-FILLED,RED FAT,FRZ",168,7.87,21.74,3.94,157,167,276,2.756,1.407,0.59,16
1385,"TURNOVER,MEAT- & CHEESE-FILLED,TOMATO-BASED SAU,RED FAT,FRZ",215,9.45,31.89,3.94,197,117,378,2.756,1.681,0.362,20
1386,"TURNOVER,FILLED W/ EGG,MEAT & CHS,FRZ",228,7.87,20.67,7.87,79,177,378,5.512,4.298,2.019,31
1387,"KASHI ITALIAN VEG MEDLEY PASTA,FRZ,UNPREP",106,4.7,16.3,2.9,62,209,215,1.3,0.3,0.1,7
1388,"SALISBURY STEAK W/ GRAVY,FRZ",149,6.98,6.78,0.26,47,144,509,3.982,4.798,1.483,33
1389,"SAUSAGE,EGG & CHS BRKFST BISCUIT",324,9.54,21.57,3.1,136,269,591,8.595,8.539,3.881,78
1390,"HUNGRY MAN,SALISBURY STEAK W/ GRAVY,FRZ,UNPREP",136,7.96,6.96,0.18,29,195,379,3.426,3.933,0.533,26
1391,"BANQUET,SALISBURY STEAK W/ GRAVY,FAMILY SIZE,FRZ,UNPREP",155,6.89,6.96,0.28,51,142,517,4.282,5.158,1.656,36
1392,"JIMMY DEAN,SAUSAGE,EGG,& CHS BRKFST BISCUIT,FRZ,UNPREP",328,9.29,21.07,3.1,137,292,589,8.595,8.539,3.881,85
1393,"FRYBREAD,MADE W/ LARD (NAVAJO)",330,6.69,48.26,2.03,57,77,329,4.621,4.411,1.055,7
1394,"STEW,DUMPLING W/ MUTTON (NAVAJO)",101,8.71,8.03,0.21,14,82,46,1.709,1.533,0.274,28
1395,"STEW,HOMINY W/ MUTTON (NAVAJO)",83,6.71,9.38,0.11,8,118,45,0.733,0.897,0.287,13
1396,"STEW,MUTTON,CORN,SQUASH (NAVAJO)",103,8.62,7.27,0.61,38,199,49,1.735,1.748,0.383,43
1397,TAMALES (NAVAJO),153,6.28,18.12,0.99,29,131,427,2.396,2.739,0.688,17
1398,ACORN STEW (APACHE),95,6.81,9.22,0.34,14,110,130,1.28,1.68,0.297,20
1399,"FRYBREAD,MADE W/ LARD (APACHE)",309,8.38,46.01,1.54,52,75,671,3.631,3.5,1.306,4
1400,CORNED BF & POTATOES IN TORTILLA (APACHE),224,7.91,29.35,1.79,27,275,511,3.366,3.345,0.864,11
1401,"TAMALES,MASA & PORK FILLING (HOPI)",168,13.19,18.28,1.57,18,250,298,1.383,1.649,1.009,27
1402,"APPLEBEE'S,DOUBLE CRUNCH SHRIMP",323,12.31,25.96,1.07,45,97,838,3.366,4.235,9.682,86
1403,"APPLEBEE'S,KRAFT,MACARONI & CHS,FROM KID'S MENU",143,5.01,21.08,3.7,79,163,288,1.312,1.951,0.952,7
1404,"APPLEBEE'S,MOZZARELLA STKS",316,14.87,22.87,2.8,319,106,838,6.73,4.217,4.58,33
1405,"APPLEBEE'S,CHICK TENDERS,FROM KIDS' MENU",296,19.25,18.36,0.39,23,337,763,2.852,3.568,7.894,51
1406,"T.G.I. FRIDAY'S, fried mozzarella",333,15.82,25.33,1.45,351,97,738,7.172,4.481,5.261,43
